,title,view,like,unlike,comment,date,token2
85,[ENG] 걸크러쉬 메이크업 - Girl Crush Makeup | 다또아,947157,12000,416,1056,2016.2.26,['메이크업']
86,[셀프 투톤염색 후기] 퍼플 셀프염색 후기 올렸다고 전해라 | 또아VLOG,382469,3800,174,512,2016.2.23,"['셀프', '전해', '염색', '후기']"
87,[ENG] 셀기꾼 변신 스트로빙 메이크업 - Strobing Makeup | 다또아,665287,6100,282,678,2016.2.15,"['스트로', '메이크업', '변신']"
88,[ENG] 오묘한 분위기여신 메이크업 - Pastel Colorful Makeup | 다또아,835261,11000,286,960,2016.2.13,"['메이크업', '오묘', '분위기', '여신']"
89,[ENG] 다또아 성형 자퇴 집안에 대하여 | 또아스토리 1탄 | 다또아,2414752,35000,2300,6360,2016.2.5,"['집안', '성형', '자퇴', '스토리']"
90,변신 메이크업 같이 준비해요 - GET READY WITH ME + VLOG | 다또아,1289236,9600,402,981,2016.2.3,"['준비', '메이크업', '변신']"
91,지속력 짱 스키장 메이크업 같이 준비해요 - Get Ready With Me | 다또아,636808,5700,223,792,2016.1.29,"['준비', '지속력', '스키장', '메이크업']"
92,[ENG] 부산 여행 + 팬밋업 기록 - Busan Fan Meet Up VLOG | 또아VLOG,189865,2000,80,314,2016.1.28,"['기록', '부산', '여행']"
93,[투톤염색 후기] 애쉬그레이+인디핑크 = 죠스바 투톤염색함 | 또아VLOG,511322,5900,171,1159,2016.1.22,"['그레이', '염색', '후기', '핑크']"
94,[당첨자확인] 미샤X라인 콜라보 HAUL - MISSHA X LINE Edition HAUL | 또아리뷰,220395,3900,68,8550,2016.1.21,"['또아리', '당첨자', '콜라', '확인', '라인']"
